index,TITLE_NAME,LANGUAGE,RELEASED,RATING,IMDB
3266,The Trial of the Chicago 7,English,2020,R,8.0
3267,The Ugly Truth,English,2009,R,0.14
3276,There Will Be Blood,English,2007,R,8.2
3279,Total Recall,English,1990,R,7.5
3280,Trailer Park Boys: Countdown to Liquor Day,English,2009,R,7.4
3281,Trailer Park Boys: The Movie,English,2006,R,7.2
3283,Triple Frontier,English,2019,R,6.4
3284,Triple Threat,English,2019,R,5.5
3285,Tucker and Dale vs. Evil,English,2010,R,7.5
3286,Unaccompanied Minors,English,2006,R,5.3
3287,Uncut Gems,English,2019,R,7.5
3288,Undercover Brother 2,English,2019,R,3.4
3289,Underworld,English,2003,R,7.0
3291,Underworld: Rise of the Lycans,English,2009,R,6.6
3294,Unthinkable,English,2010,R,6.7
3295,Velvet Buzzsaw,English,2019,R,5.7
3297,W.E.,English,2011,R,6.3
3304,What Keeps You Alive,English,2018,R,0.83
3307,Wine Country,English,2019,R,5.4
3308,Woodshock,English,2017,R,4.3
3310,Zodiac,English,2007,R,7.7
3314,3 Idiots,Hindi,2009,PG-13,8.4
3315,A Knight's Tale,English,2001,PG-13,0.58
3316,A Monster Calls,English,2016,PG-13,7.5
3320,After,English,2019,PG-13,5.4
3322,Always Be My Maybe,English,2019,PG-13,6.8
3324,As Good as It Gets,English,1997,PG-13,7.7
3325,Athlete A,English,2020,PG-13,7.3
3329,Before I Fall,English,2017,PG-13,6.4
3330,Before I Wake,English,2016,PG-13,6.2
3332,Bennett's War,English,2019,PG-13,5.3
3335,Big Stone Gap,English,2014,PG-13,5.6
3340,Brain on Fire,English,2016,PG-13,6.6
3348,Dark Skies,English,2013,PG-13,6.3
3349,Dear John,English,2010,PG-13,6.3
3353,Dovlatov,Russian,2018,PG-13,6.4
3354,Dragonheart: Vengeance,English,2020,PG-13,5.1
3355,Dumplin',English,2018,PG-13,6.6
3360,Enter the Warriors Gate,English,2016,PG-13,5.4
3361,Eurovision Song Contest: The Story of Fire Saga,English,2020,PG-13,7.8
3367,Freedom Writers,English,2007,PG-13,7.5
3373,Grand-Daddy Day Care,English,2019,PG-13,4.8
3376,"Hail, Caesar!",English,2016,PG-13,6.3
3378,Happy as Lazzaro,Italian,2018,PG-13,7.6
3382,I Am Not Your Negro,English,2016,PG-13,7.8
3384,In This Corner of the World,Japanese,2016,PG-13,7.8
3387,Ip Man 3,Cantonese,2015,PG-13,7.1
3388,Just Friends,English,2005,PG-13,6.2
3395,Let It Snow,English,2019,PG-13,5.8
3396,Life as We Know It,English,2010,PG-13,6.5
3399,Love Jacked,English,2018,PG-13,5.8
3400,Love Jones,English,1997,PG-13,8.3
3403,Lupin the 3rd: The Castle of Cagliostro: Special Edition,Japanese,1979,PG-13,7.7
3413,Mowgli: Legend of the Jungle,English,2018,PG-13,6.5
3415,Mubarakan,Hindi,2017,PG-13,5.6
3416,Murder Mystery,English,2019,PG-13,6.0
3418,My Girl,English,1991,PG-13,6.9
3420,Nothing to Lose 2,Portuguese,2019,PG-13,3.5
3423,Pad Man,Hindi,2018,PG-13,7.9
3427,Pineapple Express,English,2008,PG-13,6.6
3429,Polaroid,English,2019,PG-13,5.1
3431,Poseidon,English,2006,PG-13,5.6
3432,Poster Boys,Hindi,2017,PG-13,5.5
3433,Pottersville,English,2017,PG-13,5.3
3441,Robin Hood: Prince of Thieves,English,1991,PG-13,6.9
3443,Same Kind of Different as Me,English,2017,PG-13,6.6
3448,Selfless,English,2015,PG-13,6.5
3450,Seven Pounds,English,2008,PG-13,7.6
3452,Sierra Burgess Is a Loser,English,2018,PG-13,5.8
3457,SPF-18,English,2017,PG-13,3.2
3458,Spy Kids 2: The Island of Lost Dreams,English,2002,PG-13,5.1
3459,Stardust,English,2007,PG-13,7.6
3460,Starsky & Hutch,English,2004,PG-13,6.1
3462,Step Sisters,English,2018,PG-13,5.4
3463,Suffragette,English,2015,PG-13,6.9
3464,Sunday's Illness,Spanish,2017,PG-13,6.9
3465,Sweetheart,English,2019,PG-13,5.7
3466,Takers,English,2010,PG-13,6.2
3468,Tears of the Sun,English,2003,PG-13,6.6
3470,The Artist,English,2011,PG-13,7.9
3474,The Cloverfield Paradox,English,2018,PG-13,5.5
3476,The Darkness,English,2016,PG-13,4.4
3480,The Forest,English,2016,PG-13,4.8
3485,The Last Boy Scout,English,1991,PG-13,6.6
3489,The Light of My Eyes (Nour Einy),Arabic,2010,PG-13,5.8
3495,The Outcasts,English,2017,PG-13,5.5
3501,The Theory of Everything,English,2014,PG-13,7.7
3502,The Tourist,English,2010,PG-13,6.0
3507,The Two Popes,English,2019,PG-13,7.6
3517,Undefeated,English,2011,PG-13,7.7
3518,Under the Shadow,Persian,2016,PG-13,6.9
3520,Valentine's Day,English,2010,PG-13,5.7
3527,What's Eating Gilbert Grape,English,1993,PG-13,7.8
3529,Wild Child,English,2008,PG-13,6.1
3530,Wild Oats,English,2016,PG-13,5.7
3532,Modest Heroes: Ponoc Short Films Theatre,Japanese,2018,PG,0.0
3533,A 2nd Chance,English,2011,PG,4.7
3535,A Cinderella Story,English,2004,PG,5.9
3536,A Cinderella Story: Christmas Wish,English,2019,PG,5.2
3540,A Witches' Ball,English,2017,PG,5.1
3543,American Gangster,English,2007,PG,7.5
3546,Arctic Dogs,English,2019,PG,4.5
3547,Ballerina,English,2016,PG,6.8
3549,Bee Movie,English,2007,PG,6.1
3552,Being Elmo: A Puppeteer's Journey,English,2011,PG,7.6
3553,Bethany Hamilton: Unstoppable,English,2019,PG,7.3
3556,Christmas Wedding Planner,English,2017,PG,4.3
3558,Cold Mountain,English,2003,PG,6.9
3561,Deep,English,2017,PG,4.1
3563,Dr. Seuss' The Lorax,English,2012,PG,6.4
3564,Duck Duck Goose,English,2018,PG,5.7
3565,Either Me Or My Auntie (Ya ana ya khalty),Arabic,2005,PG,4.8
3566,"Faith, Hope & Love",English,2019,PG,6.1
3571,Gnome Alone,English,2018,PG,5.6
3572,Good Burger,English,1997,PG,5.7
3573,Greater,English,2016,PG,7.2
3574,Hairspray,English,2007,PG,6.6
3576,High Strung Free Dance,English,2018,PG,6.3
3577,Holly Star,English,2018,PG,5.1
3579,Hop,English,2011,PG,5.4
3580,Hotel for Dogs,English,2009,PG,5.8
3582,Howards End,English,1992,PG,7.4
3583,Hugo,English,2011,PG,7.5
3587,Jem and the Holograms,English,2015,PG,4.1
3588,Jet Li's Fearless,Mandarin,2006,PG,7.4
3591,Klaus,English,2019,PG,8.2
3592,Knock Down The House,English,2019,PG,6.9
3594,Lady Driver,English,2019,PG,7.4
3596,Lu Over the Wall,Japanese,2017,PG,6.8
3598,Madagascar: Escape 2 Africa,English,2008,PG,6.6
3599,Marvel Super Hero Adventures: Frost Fight!,English,2015,PG,5.1
3600,Marvel's Hulk: Where Monsters Dwell,English,2016,PG,5.5
3601,Menashe,Yiddish,2017,PG,6.5
3602,Mirai,Japanese,2018,PG,7.0
3603,Monster House,English,2006,PG,6.6
3604,Monty Python and the Holy Grail,English,1975,PG,8.2
3609,My Perfect Romance,English,2018,PG,4.6
3610,Nothing to Lose,Portuguese,2018,PG,5.5
3611,Observe and Report,English,2009,PG,5.5
3612,Okko's Inn,Japanese,2018,PG,7.0
3616,Pachamama,English,2019,PG,6.7
3618,Planet 51,English,2009,PG,6.0
3619,Pope Francis: A Man of His Word,Italian,2018,PG,6.1
3620,Pup Star: Better 2Gether,English,2017,PG,4.7
3621,Puppy Star Christmas,English,2018,PG,4.0
3623,Rain Man,English,1988,PG,8.0
3625,Ride Like a Girl,English,2019,PG,6.9
3631,Spy Kids,English,2001,PG,5.4
3632,Spy Kids 3: Game Over,English,2003,PG,4.2
3635,Stuart Little,English,1999,PG,5.9
3636,Surf's Up,English,2007,PG,6.7
3639,The Karate Kid,English,2010,PG,6.2
3640,The Last Airbender,English,2010,PG,4.1
3643,The Nut Job,English,2014,PG,5.6
3646,The Short Game,English,2013,PG,7.4
3649,The Spiderwick Chronicles,English,2008,PG,6.5
3650,The Unbeatables,English,2015,PG,6.5
3653,The World We Make,English,2019,PG,5.1
3654,Tigertail,English,2020,PG,6.4
3656,Wadjda,Arabic,2012,PG,7.5
3659,What a Girl Wants,English,2003,PG,5.8
3662,Woody Woodpecker,English,2017,PG,4.1
3665,Zokkomon,Hindi,2011,PG,4.1
3667,Honeytrap,English,2014,NR,5.7
3669,The American,English,2010,NR,5.9
3673,Swearnet: The Movie,English,2014,NC-17,5.9
3676,Ali & Alia,Arabic,2019,M,7.1
3677,A Champion Heart,English,2018,G,5.2
3678,A Shaun the Sheep Movie: Farmageddon,English,2020,G,6.9
3681,Garfield's Pet Force,English,2009,G,4.1
3682,Ghost of the Mountains,English,2017,G,6.8
3683,Growing Up Wild,English,2016,G,7.3
3684,Jimmy Neutron: Boy Genius,English,2001,G,6.0
3687,Million Dollar Baby,English,2004,G,7.9
3689,Pup Star: World Tour,English,2018,G,4.2
3691,Rugrats in Paris: The Movie,English,2000,G,6.1
3693,Spookley the Square Pumpkin,English,2004,G,5.0
3694,Stargate,English,1994,G,6.9
3695,The Pixar Story,English,2007,G,7.8
3696,The Rugrats Movie,English,1998,G,5.9
3697,Tini: The New Life of Violetta,Spanish,2016,G,5.5
