index,TITLE_NAME,LANGUAGE,RELEASED,RATING,IMDB
1427,Rush: Beyond the Lighted Stage,English,2010,TV-MA,8.4
1428,RUSSELL BRAND: RE:BIRTH,English,2018,TV-MA,6.5
1429,Russell Howard: Recalibrate,English,2017,TV-MA,7.4
1430,Russell Peters: Almost Famous,English,2016,TV-MA,6.5
1432,Sabrina,Indonesian,2018,TV-MA,4.2
1436,Sam Kinison: Breaking the Rules,English,1987,TV-MA,7.3
1437,Sam Kinison: Family Entertainment Hour,English,1991,TV-MA,6.7
1439,Sam Kinison: The Scream Continues,English,2016,TV-MA,6.2
1440,Sand Castle,English,2017,TV-MA,6.3
1441,Sanju,Hindi,2018,TV-MA,7.8
1444,Sara's Notebook,Spanish,2018,TV-MA,5.9
1446,Sarah Silverman A Speck of Dust,English,2017,TV-MA,6.8
1448,Sarkar (Telugu),Hindi,2018,TV-MA,6.8
1449,Saverio Raimondo: Il Satiro Parlante,Italian,2019,TV-MA,6.1
1451,School Life,French,2019,TV-MA,6.4
1452,Screwball,English,2018,TV-MA,7.2
1453,SDU: Sex Duties Unit,Cantonese,2013,TV-MA,6.0
1454,Sebastian Maniscalco: Stay Hungry,English,2019,TV-MA,7.1
1455,Sebastian Maniscalco: What's Wrong with People?,English,2012,TV-MA,8.1
1456,Sebastián Marcelo Wainraich,Spanish,2018,TV-MA,6.2
1458,See You Yesterday,English,2019,TV-MA,5.1
1459,Semana Santa,Spanish,2015,TV-MA,6.1
1462,Seoul Searching,English,2015,TV-MA,7.1
1465,Set It Up,English,2018,TV-MA,6.5
1466,Set Off,Mandarin,2008,TV-MA,6.5
1467,Seth Meyers: Lobby Baby,English,2019,TV-MA,7.5
1468,Seth Rogen's Hilarity for Charity,English,2018,TV-MA,5.0
1469,SETHUM AAYIRAM PON,Tamil,2020,TV-MA,7.1
1470,Seven Sundays,Filipino,2017,TV-MA,7.9
1471,Seventeen,Spanish,2019,TV-MA,7.2
1474,Shaitan,Hindi,2011,TV-MA,7.2
1476,Shéhérazade,French,2019,TV-MA,7.1
1477,Shelby American,English,2019,TV-MA,7.3
1478,Shimmer Lake,English,2017,TV-MA,6.2
1481,Si saben cómo me pongo ¿pa' qué me invitan?,Turkish,2018,TV-MA,4.8
1486,Simon Amstell: Set Free,English,2019,TV-MA,6.3
1488,Simplemente Manu NNa,Spanish,2017,TV-MA,5.1
1489,"Sincerely Yours, Dhaka",Bengali,2018,TV-MA,6.9
1491,Sister Cities,English,2016,TV-MA,6.8
1494,Skins,Spanish,2017,TV-MA,6.3
1496,Sky Ladder: The Art of Cai Guo-Qiang,Mandarin,2016,TV-MA,7.3
1497,Slam,Italian,2017,TV-MA,6.1
1499,Slow Country,English,2017,TV-MA,3.7
1501,Small Crimes,English,2017,TV-MA,5.8
1503,Sofía Niño de Rivera: Exposed,Spanish,2016,TV-MA,7.4
1504,Sofía Niño de Rivera: Selección Natural,Spanish,2018,TV-MA,6.8
1505,Solo,Spanish,2018,TV-MA,4.9
1506,Something Huge,Spanish,2017,TV-MA,4.6
1507,Sommore: Chandelier Status,English,2013,TV-MA,6.3
1508,Sommore: The Reign Continues,English,2015,TV-MA,6.5
1509,Soni,Hindi,2018,TV-MA,7.2
1513,Sparring,French,2017,TV-MA,6.2
1514,Special Correspondents,English,2016,TV-MA,5.8
1515,Spivak,English,2017,TV-MA,5.5
1516,Splatter,English,2009,TV-MA,3.1
1517,Springsteen on Broadway,English,2018,TV-MA,8.5
1518,Steel Rain,Korean,2018,TV-MA,7.1
1519,Stereo,German,2014,TV-MA,6.6
1520,Still LAUGH-IN: The Stars Celebrate,English,2019,TV-MA,5.0
1524,Stray Bullet,Arabic,2010,TV-MA,6.4
1525,Stree,Hindi,2018,TV-MA,7.6
1526,Street Flow,French,2019,TV-MA,6.3
1527,Strong Island,English,2017,TV-MA,6.4
1528,Struggle: The Life and Lost Art of Szukalski,English,2018,TV-MA,8.0
1531,Studio 54,English,2018,TV-MA,6.9
1532,Sturgill Simpson Presents Sound & Fury,English,2019,TV-MA,6.5
1533,Sun Dogs,English,2017,TV-MA,6.2
1534,Super Deluxe,Tamil,2019,TV-MA,8.4
1535,Superlopez,Spanish,2018,TV-MA,5.3
1536,Suzzanna: Buried Alive,Indonesian,2018,TV-MA,5.7
1537,Svaha: The Sixth Finger,Korean,2019,TV-MA,6.2
1538,Swearnet Live,English,2014,TV-MA,4.6
1540,System Crasher,German,2020,TV-MA,7.9
1542,Take Me,English,2017,TV-MA,6.1
1543,Take the 10,English,2017,TV-MA,4.7
1545,Tallulah,English,2016,TV-MA,6.7
1547,Taramani,Tamil,2017,TV-MA,7.5
1549,Taxi Driver,English,2015,TV-MA,6.2
1550,Taylor Tomlinson: Quarter-Life Crisis,English,2020,TV-MA,7.4
1553,Tell Me Who I Am,English,2019,TV-MA,7.6
1554,Temple,English,2017,TV-MA,3.6
1555,That Thing Called Tadhana,Filipino,2015,TV-MA,7.5
1556,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,Swedish,2016,TV-MA,6.3
1558,The 3rd Eye,Indonesian,2018,TV-MA,5.1
1559,The 3rd Eye 2,Indonesian,2019,TV-MA,5.5
1561,The After Party,English,2018,TV-MA,5.8
1562,The American Meme,English,2018,TV-MA,7.3
1563,The Angel,English,2018,TV-MA,6.6
1564,The App,Italian,2019,TV-MA,2.6
1565,The Arbitration,English,2016,TV-MA,5.6
1566,The Art of Loving,Polish,2017,TV-MA,7.1
1567,The Awakening of Motti Wolkenbruch,German,2018,TV-MA,6.6
1568,The B-Side: Elsa Dorfman's Portrait Photography,English,2016,TV-MA,6.6
1569,The Babysitter,English,2017,TV-MA,6.3
1571,The Bar,Spanish,2017,TV-MA,6.3
1572,The Battered Bastards of Baseball,English,2014,TV-MA,8.0
1576,The Birth Reborn,Portuguese,2013,TV-MA,8.0
1578,The Black Godfather,English,2019,TV-MA,7.4
1579,The Blind Christ,Spanish,2016,TV-MA,5.9
1581,The Body Remembers When the World Broke Open,English,2019,TV-MA,6.8
1584,The Brave,English,2019,TV-MA,5.1
1585,The Breaker Upperers,English,2018,TV-MA,5.9
1586,The Breakup Playlist,Filipino,2015,TV-MA,6.5
1589,The Car: Road to Revenge,English,2019,TV-MA,4.0
1590,The Chase,English,2017,TV-MA,6.5
1592,The Coldest Game,English,2019,TV-MA,6.2
1593,The Crew,French,2015,TV-MA,6.3
1596,The Dealer,Arabic,2010,TV-MA,5.7
1597,The Death and Life of Marsha P. Johnson,English,2017,TV-MA,7.2
1598,The Debt Collector,English,2018,TV-MA,5.7
1600,The Decline,French,2020,TV-MA,5.9
1602,The Devil's Mistress,Czech,2016,TV-MA,5.7
1603,The Dirt,English,2019,TV-MA,7.0
1604,The Discovery,English,2017,TV-MA,6.3
1605,The Distinguished Citizen,Spanish,2016,TV-MA,7.5
1606,The Do-Over,English,2016,TV-MA,5.7
1607,The Doll,Indonesian,2016,TV-MA,5.4
1608,The Doll 2,Indonesian,2017,TV-MA,5.3
1609,The Drug King,Korean,2018,TV-MA,6.1
1610,The End of Evangelion,Japanese,1997,TV-MA,8.1
1618,The Forest of Love,Japanese,2019,TV-MA,6.4
1623,The Fundamentals of Caring,English,2016,TV-MA,7.3
1624,The Fury of a Patient Man,Spanish,2016,TV-MA,6.8
1625,The Game Changers,English,2018,TV-MA,7.9
1626,The Garden of Words,Japanese,2013,TV-MA,7.5
1627,The Girl Allergic to Wi-Fi,Filipino,2018,TV-MA,6.5
1629,The Girl from the Song,English,2016,TV-MA,5.6
1631,The Great Hack,English,2019,TV-MA,7.0
1633,The Hard Way,English,2019,TV-MA,4.8
1635,The House Next Door,Hindi,2017,TV-MA,6.8
1638,The Incredible Jessica James,English,2017,TV-MA,6.5
1639,The Influence,Spanish,2019,TV-MA,4.5
1640,The Invisible Guardian,Spanish,2017,TV-MA,6.3
1641,The Irishman: In Conversation,English,2019,TV-MA,7.4
1642,The Killer,Portuguese,2017,TV-MA,6.1
1643,The Land,Arabic,1970,TV-MA,8.2
1644,The Land of Steady Habits,English,2018,TV-MA,6.2
1645,The Last Days of American Crime,English,2020,TV-MA,6.1
1647,The Last Laugh,English,2019,TV-MA,5.6
1651,The Last Runway,Spanish,2018,TV-MA,6.0
1652,The Laws of Thermodynamics,Spanish,2018,TV-MA,6.0
1653,The Legacy of the Bones,Spanish,2019,TV-MA,6.1
1654,The Legend of Cocaine Island,English,2019,TV-MA,6.3
1655,The Lift Boy,English,2020,TV-MA,7.4
1656,The Lighthouse of the Orcas,Spanish,2016,TV-MA,6.7
1657,The Little Switzerland,Spanish,2019,TV-MA,4.8
1659,The Lost Brother,Spanish,2017,TV-MA,6.5
1660,The Love Affair,Filipino,2015,TV-MA,6.2
1661,The Man Without Gravity,Italian,2019,TV-MA,6.3
1662,The Mansion,French,2017,TV-MA,4.6
1664,The Maus,English,2017,TV-MA,5.0
1665,The Meaning of Monty Python,English,2013,TV-MA,7.7
1666,The Memory of Water,Spanish,2015,TV-MA,6.1
1667,The Meyerowitz Stories (New and Selected),English,2017,TV-MA,6.9
1670,The Mistress,Filipino,2012,TV-MA,6.4
1671,The Most Assassinated Woman in the World,French,2018,TV-MA,5.3
1672,The Most Hated Woman in America,English,2017,TV-MA,6.1
1673,The Motive,Spanish,2017,TV-MA,6.5
1676,The Next Skin,Catalan,2016,TV-MA,6.2
1677,The Night Comes for Us,Indonesian,2018,TV-MA,7.0
1678,The Occupant,Spanish,2020,TV-MA,6.3
1680,The Open House,English,2018,TV-MA,3.2
1682,The Other,Arabic,1999,TV-MA,6.0
1683,The Outsider,English,2018,TV-MA,6.3
1684,The Package,English,2018,TV-MA,5.5
1687,The Perfect Dictatorship,Spanish,2014,TV-MA,7.2
1689,The Perfection,English,2019,TV-MA,6.1
1691,The Photographer Of Mauthausen,Spanish,2018,TV-MA,6.7
1693,The Platform,Spanish,2019,TV-MA,7.0
1696,The Price of Success,French,2017,TV-MA,5.8
1697,The Queen,English,1968,TV-MA,7.3
1698,The Rachel Divide,English,2018,TV-MA,6.2
1699,The Reconquest,Spanish,2016,TV-MA,6.7
1700,The Red Sea Diving Resort,English,2019,TV-MA,6.5
1702,The Reservoir Game,Korean,2017,TV-MA,6.0
1703,The Resistance Banker,Dutch,2018,TV-MA,6.9
1704,The Ritual,English,2018,TV-MA,6.3
1708,The Ruthless,Italian,2019,TV-MA,6.2
1709,The Set Up,English,2019,TV-MA,4.3
1710,The Show Must Go On: The Queen + Adam Lambert Story,English,2019,TV-MA,8.5
1711,The Siege of Jadotville,English,2016,TV-MA,7.2
1713,The Silent War,Spanish,2020,TV-MA,5.5
1714,The Skin of the Wolf,Spanish,2018,TV-MA,5.7
1715,The Sky Is Pink,English,2019,TV-MA,7.5
1716,The Son,Spanish,2019,TV-MA,5.4
1718,The Square,English,2013,TV-MA,8.1
1722,The Tenth Man,Spanish,2016,TV-MA,5.7
1723,The Third Party,Filipino,2016,TV-MA,6.1
1725,The Titan,English,2018,TV-MA,4.8
1727,The Trap,English,2017,TV-MA,4.3
1728,The Tree of Blood,Spanish,2018,TV-MA,6.4
1729,The Tribe,Spanish,2018,TV-MA,5.8
1731,The Unmarried Wife,English,2016,TV-MA,6.0
1734,The Wandering Earth,Mandarin,2019,TV-MA,6.0
1735,The Warning,Spanish,2018,TV-MA,5.9
1736,The Witch: Part 1 - The Subversion,Korean,2018,TV-MA,7.1
1738,The World Is Yours,French,2018,TV-MA,6.4
1739,The Worthy,Arabic,2016,TV-MA,5.2
1740,The Wrong Missy,English,2020,TV-MA,0.0
1743,They’ll Love Me When I’m Dead,English,2018,TV-MA,7.4
1744,Thi Mai,Spanish,2017,TV-MA,5.9
1747,Three and a Half,Hindi,2018,TV-MA,6.8
1748,Thriller,English,2018,TV-MA,3.7
1749,Tiffany Haddish: Black Mitzvah,English,2019,TV-MA,6.1
1750,Tiffany Haddish: She Ready! From the Hood To Hollywood!,English,2017,TV-MA,6.6
1751,Tiger,Spanish,2016,TV-MA,5.7
1752,Tim Allen: Men Are Pigs,English,1990,TV-MA,5.9
1753,Tim Allen: ReWires America,English,1991,TV-MA,5.7
1754,Tim Minchin And The Heritage Orchestra Live,English,2011,TV-MA,8.5
1755,Time Share,Spanish,2018,TV-MA,6.0
1758,To and From New York,English,2006,TV-MA,6.5
1759,To Be of Service,English,2019,TV-MA,7.0
1760,"To Each, Her Own",French,2018,TV-MA,5.2
1761,To the Bone,English,2017,TV-MA,6.8
1762,Toc Toc,Spanish,2017,TV-MA,6.7
1763,Todd Barry: Spicy Honey,English,2017,TV-MA,6.7
1764,Todd Glass: Act Happy,English,2018,TV-MA,5.0
1765,Todd Glass: Stand-Up Special,English,2012,TV-MA,6.1
1766,Todo lo que sería Lucas Lauriente,Spanish,2018,TV-MA,7.7
1767,Todo sobre el asado,Spanish,2016,TV-MA,6.6
1768,Tom Segura: Ball Hog,English,2020,TV-MA,7.3
1769,Tom Segura: Completely Normal,English,2014,TV-MA,7.8
1770,Tom Segura: Disgraceful,English,2018,TV-MA,7.6
1771,Tom Segura: Mostly Stories,English,2016,TV-MA,7.5
1774,Tony Robbins: I Am Not Your Guru,English,2016,TV-MA,6.7
1775,Too Young the Hero,English,1988,TV-MA,6.9
1776,Tootsies & The Fake,Thai,2019,TV-MA,5.9
1778,Toro,Spanish,2016,TV-MA,5.9
1779,Tracy Morgan: Staying Alive,English,2017,TV-MA,6.1
1781,Trailer Park Boys Live at the North Pole,English,2014,TV-MA,6.2
1782,Trailer Park Boys Live In F**kin' Dublin,English,2014,TV-MA,5.9
1783,"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin",English,2015,TV-MA,5.9
1784,Trailer Park Boys: Say Goodnight to the Bad Guys,English,2008,TV-MA,7.9
1785,Trailer Park Boys: Xmas Special,English,2004,TV-MA,8.0
1786,Tramps,English,2017,TV-MA,6.5
1787,Transformer,English,2017,TV-MA,7.4
1788,Travis Scott: Look Mom I Can Fly,English,2019,TV-MA,6.3
1789,Tread,English,2020,TV-MA,0.9
1790,Trevor Noah: Son of Patricia,English,2018,TV-MA,7.2
1792,Truth or Dare,English,2017,TV-MA,5.0
1793,Tune in for Love,Korean,2019,TV-MA,7.1
1795,Twin Murders: the Silence of the White City,Spanish,2020,TV-MA,5.2
1796,Twins Mission,Cantonese,2007,TV-MA,5.3
1797,Two Catalonias,Spanish,2018,TV-MA,6.4
1800,Udaan,Hindi,2010,TV-MA,8.2
1801,Udta Punjab,Hindi,2016,TV-MA,7.8
1802,Ultras,Italian,2020,TV-MA,6.0
1804,Un plus une,French,2015,TV-MA,6.2
1805,Unbridled,Spanish,2018,TV-MA,5.0
1806,Uncertain Glory,Catalan,2017,TV-MA,6.2
1807,Uncorked,English,2020,TV-MA,6.2
1810,Under the Eiffel Tower,English,2018,TV-MA,5.1
1819,Up Among  The Stars,Spanish,2018,TV-MA,6.1
1820,Uppity: The Willy T. Ribbs Story,English,2020,TV-MA,8.1
1821,Us and Them,Mandarin,2018,TV-MA,7.3
1822,Vanjagar Ulagam,Tamil,2018,TV-MA,6.2
1823,Veronica,Spanish,2017,TV-MA,6.2
1824,Very Big Shot,Arabic,2015,TV-MA,7.2
1825,Vir Das: Abroad Understanding,English,2017,TV-MA,6.8
1826,Vir Das: For India,English,2020,TV-MA,7.8
1827,Vir Das: Losing It,English,2018,TV-MA,7.0
1829,Virunga,English,2014,TV-MA,8.2
1830,Visaranai,Tamil,2015,TV-MA,8.5
1832,Voulez-vous rire avec moi ce soir?,French,2018,TV-MA,6.3
1833,Voyeur,English,2017,TV-MA,6.2
1834,W. Kamau Bell: Private School Negro,English,2018,TV-MA,6.3
1835,Wanda Sykes: Not Normal,English,2019,TV-MA,7.1
1836,Wandering Stars,French,2019,TV-MA,7.1
1837,War Machine,English,2017,TV-MA,6.0
1838,Wasp Network,English,2019,TV-MA,5.5
1840,We Are Family,French,2016,TV-MA,6.1
1841,We Are Young. We Are Strong.,German,2014,TV-MA,7.1
1843,We Have Always Lived in the Castle,English,2018,TV-MA,5.4
1844,Weapon of Choice,English,2018,TV-MA,4.4
1845,Wedding Unplanned,French,2017,TV-MA,6.2
1846,Weed the People,English,2018,TV-MA,7.0
1848,What Happened to Monday,English,2017,TV-MA,6.9
1852,What We Started,English,2017,TV-MA,7.0
1854,Wheelman,English,2017,TV-MA,6.4
1855,When Angels Sleep,Spanish,2018,TV-MA,5.4
1856,Whindersson Nunes: Adult,Portuguese,2019,TV-MA,6.7
1857,Whisky,Spanish,2004,TV-MA,7.1
1858,White Girl,English,2016,TV-MA,5.7
1859,Whitney Cummings: Can I Touch It?,English,2019,TV-MA,6.4
1860,Whitney Cummings: Money Shot,English,2010,TV-MA,6.3
1862,Who Would You Take to a Deserted Island?,Spanish,2019,TV-MA,5.3
1865,Why Me?,Romanian,2015,TV-MA,7.5
1867,Win It All,English,2017,TV-MA,6.2
1869,Winter on Fire: Ukraine's Fight for Freedom,Ukranian,2015,TV-MA,8.4
1870,Women of Mafia 2,Polish,2019,TV-MA,3.8
1871,World Famous Lover,Telugu,2020,TV-MA,4.6
1872,Wyatt Cenac: Brooklyn,English,2014,TV-MA,6.3
1873,X: Past Is Present,Hindi,2015,TV-MA,5.4
1875,XOXO,English,2016,TV-MA,5.3
1877,Yeh Ballet,Hindi,2020,TV-MA,7.6
1878,Yoo Byung Jae: Discomfort Zone,Korean,2018,TV-MA,4.8
1879,Yoo Byung Jae: Too Much Information,Korean,2018,TV-MA,5.3
1880,You Get Me,English,2017,TV-MA,4.6
1882,Your Son,Spanish,2018,TV-MA,6.1
1883,"Yours Sincerely, Kanan Gill",English,2020,TV-MA,7.4
1885,Yucatán,Spanish,2018,TV-MA,5.4
1886,Zach Galifianakis: Live at the Purple Onion,English,2006,TV-MA,7.4
1889,Zoo,Hindi,2018,TV-MA,6.1
1892,ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,English,2019,TV-MA,7.4
1893,"¡Ay, mi madre!",Spanish,2019,TV-MA,3.8
1894,#FriendButMarried,Indonesian,2018,TV-G,7.1
1896,#Rucker50,English,2016,TV-G,5.3
1899,A Tale of Two Kitchens,Spanish,2019,TV-G,6.4
1903,Back of the Net,English,2019,TV-G,5.0
1905,Birders,Spanish,2019,TV-G,6.4
1907,Bride For Rent,Filipino,2014,TV-G,6.4
1909,Christmas Inheritance,English,2017,TV-G,5.7
1911,Cook Off,English,2017,TV-G,6.4
1917,Expedition China,English,2017,TV-G,6.5
1919,Free Rein: The Twelve Neighs of Christmas,English,2018,TV-G,6.6
1920,Free Rein: Valentine's Day,English,2019,TV-G,7.3
1921,Going for Gold,English,2018,TV-G,4.7
1924,Hum Saath-Saath Hain,Hindi,1999,TV-G,6.2
1929,Laatu,Punjabi,2018,TV-G,6.6
1930,Ladies First,Hindi,2018,TV-G,7.2
1933,Little Miss Sumo,Japanese,2018,TV-G,6.6
1934,"Lorena, Light-Footed Woman",Spanish,2019,TV-G,7.1
1938,Malibu Rescue,English,2019,TV-G,4.7
1940,Mariah Carey's Merriest Christmas,English,2015,TV-G,4.9
1942,Misfit 2,Dutch,2019,TV-G,5.6
1943,Mission Blue,English,2014,TV-G,8.0
1944,My Little Pony Equestria Girls: Forgotten Friendship,English,2018,TV-G,7.2
1946,My Stupid Boss,Indonesian,2016,TV-G,7.2
1948,One Day We'll Talk About Today (Nanti Kita Cerita Tentang Hari Ini),Indonesian,2020,TV-G,0.0
1952,Our Planet - Behind The Scenes,English,2019,TV-G,8.3
1953,Pacificum: El retorno al océano,Spanish,2017,TV-G,6.4
1954,Pants on Fire,English,2014,TV-G,5.1
1956,Pettersson and Findus 2,German,2016,TV-G,5.5
1957,Prince of Peoria: A Christmas Moose Miracle,English,2018,TV-G,6.7
1960,"River, el más grande siempre",Spanish,2019,TV-G,7.2
1964,Shrek the Musical,English,2013,TV-G,7.1
1967,Si Doel the Movie 3 (Akhir Kisah Cinta Si Doel),Indonesian,2020,TV-G,6.7
1969,Spelling the Dream,English,2020,TV-G,9.5
1970,Stunt School,Turkish,2019,TV-G,4.4
1973,The Guardian Brothers,English,2016,TV-G,5.5
1974,The Holiday Calendar,English,2018,TV-G,5.7
1975,The Little Vampire,English,2017,TV-G,5.4
1976,The Main Event,English,2020,TV-G,4.7
1977,The Princess Switch,English,2018,TV-G,6.0
1982,What's Up?,Arabic,2006,TV-G,0.0
1988,#realityhigh,English,2017,TV-14,5.2
1989,01-Oct,English,2014,TV-14,6.5
1990,10 jours en or,French,2012,TV-14,5.8
1992,1000 Rupee Note,Marathi,2014,TV-14,7.3
1993,15-Aug,Marathi,2019,TV-14,5.8
1995,5 Star Christmas,Italian,2018,TV-14,4.5
1997,A Beautiful Life,Mandarin,2011,TV-14,6.7
2001,A Life of Speed: The Juan Manuel Fangio Story,Spanish,2020,TV-14,6.7
2002,A Love Story,Filipino,2007,TV-14,6.5
2005,A Plastic Ocean,English,2016,TV-14,8.0
2006,A Secret Love,English,2020,TV-14,8.2
2007,A Silent Voice,Japanese,2016,TV-14,8.2
2008,A Sort of Family,Spanish,2017,TV-14,6.4
2009,A Very Murray Christmas,English,2015,TV-14,5.5
2011,Aagey Se Right,Hindi,2009,TV-14,5.1
2012,Aakhri Adaalat,Hindi,1988,TV-14,5.3
2013,Aamir,Hindi,2008,TV-14,7.7
2014,Aashik Awara,Hindi,1993,TV-14,5.3
2016,ABCD 2,Hindi,2015,TV-14,5.4
2017,ABCD: Any Body Can Dance,Hindi,2013,TV-14,6.3
2018,Abducted in Plain Sight,English,2017,TV-14,6.8
2019,"Abdullah, The Final Witness",Urdu,2016,TV-14,7.0
2021,Adhugo,Telugu,2018,TV-14,6.0
2024,Agneepath,Hindi,1990,TV-14,7.7
2025,Agyaat,Hindi,2009,TV-14,2.9
2026,Aiyyaa,Hindi,2012,TV-14,4.4
2027,Ala Vaikunthapurramuloo,Telugu,2020,TV-14,7.2
2031,Alibaba Aur 40 Chor,Hindi,1980,TV-14,6.2
2032,All In My Family,English,2019,TV-14,6.7
2033,All the Freckles in the World,Spanish,2020,TV-14,5.2
2036,American Factory,English,2019,TV-14,7.4
2038,Amit Tandon: Family Tandoncies,Hindi,2019,TV-14,7.1
2043,And Breathe Normally,Icelandic,2018,TV-14,6.8
2044,Andaz Apna Apna,Hindi,1994,TV-14,8.2
2045,Andhadhun,Hindi,2018,TV-14,8.3
2049,Angamaly Diaries,Malayalam,2017,TV-14,8.0
2052,Anjaan,Tamil,2014,TV-14,5.0
2053,Anjelah Johnson: Not Fancy,English,2015,TV-14,5.8
2055,Anthony Kaun Hai?,Hindi,2006,TV-14,5.4
2056,Arctic Heart,French,2016,TV-14,5.2
2057,Arjun: The Warrior Prince,Hindi,2011,TV-14,6.8
2058,Aruna & Her Palate,Indonesian,2018,TV-14,7.3
2060,Asperger's Are Us,English,2016,TV-14,6.7
2062,Asu Mare 2,Spanish,2015,TV-14,5.7
2064,Atlantics,Wolof,2019,TV-14,6.8
2066,Audrie & Daisy,English,2016,TV-14,7.2
2067,Aurora,Filipino,2018,TV-14,4.3
2069,"Ayotzinapa, el paso de la tortuga",Spanish,2018,TV-14,7.5
2070,Azali,English,2018,TV-14,5.9
2072,B.A. Pass 2,Hindi,2017,TV-14,2.1
2073,Baadshaho,Hindi,2017,TV-14,4.9
2074,Baaghi,Hindi,2016,TV-14,5.2
2076,Baahubali: The Beginning (English Version),English,2015,TV-14,8.1
2080,Baby Mamas,English,2018,TV-14,6.9
2082,Back to the 90s,Thai,2015,TV-14,6.4
2083,Badla,Hindi,2019,TV-14,7.9
2085,Bangistan,Hindi,2015,TV-14,4.5
2086,Barbra: The Music ... The Mem'ries ... The Magic!,English,2017,TV-14,7.5
2087,Barcelona: A Love Untold,Filipino,2016,TV-14,6.8
2088,Bareilly Ki Barfi,Hindi,2017,TV-14,7.5
2089,Barfi!,Hindi,2012,TV-14,8.1
2090,Bbuddah Hoga Terra Baap,Hindi,2011,TV-14,5.6
2091,Beauty and the Bestie,Filipino,2015,TV-14,4.7
2092,Before the Summer Crowds,Arabic,2015,TV-14,5.3
2093,Behind the Curve,English,2018,TV-14,6.5
2094,Being Mrs Elliot,English,2014,TV-14,5.4
2096,Betty White: First Lady of Television,English,2018,TV-14,7.8
2099,Bhangra Paa Le,Hindi,2019,TV-14,6.2
2100,Bhasmasur,Hindi,2017,TV-14,7.0
2101,Bhavesh Joshi Superhero,Hindi,2018,TV-14,7.6
2102,Bheeshma,Telugu,2020,TV-14,6.7
2103,Bibi & Tina II,German,2014,TV-14,5.3
2104,Bibi & Tina: Girls Versus Boys,German,2016,TV-14,5.4
2105,Bibi & Tina: Tohuwabohu Total,German,2017,TV-14,4.2
2111,BLAME!,Japanese,2017,TV-14,6.7
2112,Bleach,Japanese,2018,TV-14,6.4
2113,Bleach the Movie: Hell Verse,Japanese,2010,TV-14,7.4
2114,Blessed Benefit,Arabic,2016,TV-14,6.7
2115,Blood Money,Hindi,2012,TV-14,5.0
2117,BNK48: Girls Don't Cry,Thai,2018,TV-14,7.3
2124,Born in Gaza,English,2014,TV-14,7.2
2125,Born in Syria,Arabic,2016,TV-14,7.6
2128,Break Up 100,Cantonese,2014,TV-14,5.8
2129,Brené Brown: The Call to Courage,English,2019,TV-14,7.6
2134,Brothers,Hindi,2015,TV-14,6.5
2135,Bucket List,Marathi,2018,TV-14,5.9
2137,Bypass Road,Hindi,2019,TV-14,5.4
2139,Cairo Station,Arabic,1958,TV-14,7.7
2141,Can't Help Falling in Love,Filipino,2017,TV-14,7.2
2142,Candy Jar,English,2018,TV-14,5.8
2146,Casablancas: The Man Who Loved Women,English,2016,TV-14,6.2
2147,Casting JonBenet,English,2017,TV-14,6.1
2150,Chaahat,Hindi,1996,TV-14,5.5
2151,Chal Bhaag,Hindi,2014,TV-14,4.3
2152,Chalte Chalte,Hindi,2003,TV-14,6.6
2153,Chamatkar,Hindi,1992,TV-14,6.6
2154,Chameli,Hindi,2004,TV-14,7.0
2155,Chance Pe Dance,Hindi,2009,TV-14,4.7
2156,Chashme Buddoor,Hindi,2013,TV-14,5.4
2158,Chippa,Hindi,2019,TV-14,0.0
2159,Choked: Paisa Bolta Hai,Hindi,2020,TV-14,5.9
2160,Cinar Agaci,Turkish,2011,TV-14,6.2
2162,Coin Heist,English,2017,TV-14,4.8
2164,Colin Quinn: Red State Blue State,English,2019,TV-14,7.6
2165,Come Sunday,English,2018,TV-14,5.9
2166,Como caído del cielo,Spanish,2019,TV-14,6.4
2167,Connected,Cantonese,2008,TV-14,6.6
2168,Couple of Days,English,2016,TV-14,5.1
2169,Crazy Beautiful You,Filipino,2015,TV-14,7.2
2171,Crossroads: One Two Jaga,Malay,2018,TV-14,6.5
2172,"Crouching Tiger, Hidden Dragon: Sword of Destiny",English,2016,TV-14,6.1
2173,Cuba and the Cameraman,English,2017,TV-14,8.2
2177,Dark Waters,Arabic,1956,TV-14,6.8
2178,Deadcon,English,2019,TV-14,2.8
2180,Dear Zindagi,Hindi,2016,TV-14,7.6
2182,Deewana Main Deewana,Hindi,2013,TV-14,2.5
2183,Deidra & Laney Rob a Train,English,2017,TV-14,6.1
2184,Delhi 6,Hindi,2009,TV-14,6.1
2186,Destiny,Arabic,1997,TV-14,7.2
2188,Dhan Dhana Dhan Goal,Hindi,2007,TV-14,4.9
2189,Dhoondte Reh Jaoge,Hindi,2009,TV-14,5.6
2191,Dil Chahta Hai,Hindi,2001,TV-14,8.1
2192,Dil Se,Hindi,1998,TV-14,7.6
2193,Dilan 1990,Indonesian,2018,TV-14,7.3
2194,Dilan 1991,Indonesian,2019,TV-14,6.7
2195,Do Paise Ki Dhoop Chaar Aane Ki Baarish,Hindi,2009,TV-14,6.7
2201,Don,Hindi,2006,TV-14,7.2
2202,Don 2,Hindi,2011,TV-14,7.1
